0.000002, 0.000498, 10
0.000003, 0.000004, 10
0.000003, 0.000009, 10
0.000018, 0.001547, 10
0.000081, 0.006253, 10
0.000171, 0.009004, 10
0.000293, 0.012255, 10
0.000453, 0.016007, 10
0.000656, 0.020258, 10
0.000906, 0.025010, 10
0.001209, 0.030262, 10
0.001569, 0.036014, 10
0.001991, 0.042266, 10
0.002482, 0.049017, 10
0.003044, 0.056269, 10
0.003684, 0.064020, 10
0.004407, 0.072271, 10
0.005217, 0.081021, 10
0.006120, 0.090271, 10
0.007120, 0.100020, 10
0.008223, 0.110268, 10
0.009433, 0.121014, 10
0.010756, 0.132260, 10
0.012196, 0.144004, 10
0.013758, 0.156246, 10
0.015448, 0.168985, 10
0.017270, 0.182223, 10
0.019230, 0.195958, 10
0.021332, 0.210190, 10
0.023581, 0.224918, 10
0.025980, 0.239893, 10
0.028528, 0.254864, 10
0.031227, 0.269830, 10
0.034075, 0.284793, 10
0.037072, 0.299751, 10
0.040219, 0.314704, 10
0.043516, 0.329652, 10
0.046962, 0.344595, 10
0.050557, 0.359532, 10
0.054302, 0.374464, 10
0.058196, 0.389390, 10
0.062239, 0.404309, 10
0.066431, 0.419222, 10
0.070772, 0.434128, 10
0.075262, 0.449027, 10
0.079902, 0.463919, 10
0.084690, 0.478804, 10
0.089626, 0.493681, 10
0.094712, 0.508550, 10
0.099946, 0.523411, 10
0.105329, 0.538264, 10
0.110860, 0.553108, 10
0.116539, 0.567943, 10
0.122367, 0.582769, 10
0.128343, 0.597585, 10
0.134467, 0.612393, 10
0.140739, 0.627190, 10
0.147158, 0.641977, 10
0.153726, 0.656754, 10
0.160441, 0.671520, 10
0.167304, 0.686276, 10
0.174314, 0.701020, 10
0.181472, 0.715753, 10
0.188776, 0.730475, 10
0.196228, 0.745185, 10
0.203827, 0.759883, 10
0.211573, 0.774569, 10
0.219465, 0.789242, 10
0.227504, 0.803903, 10
0.235690, 0.818551, 10
0.244022, 0.833185, 10
0.252500, 0.847806, 10
0.261124, 0.862414, 10
0.269894, 0.877007, 10
0.278810, 0.891587, 10
0.287871, 0.906151, 10
0.297078, 0.920702, 10
0.306431, 0.935237, 10
0.315928, 0.949757, 10
0.325571, 0.964262, 10
0.335358, 0.978751, 10
0.345291, 0.993225, 10
0.355367, 1.007682, 10
0.365589, 1.022123, 10
0.375954, 1.036547, 10
0.386464, 1.050954, 10
0.397117, 1.065345, 10
0.407914, 1.079718, 10
0.418855, 1.094073, 10
0.429939, 1.108411, 10
0.441166, 1.122730, 10
