0.000007, 0.001471, 10
0.000010, 0.000306, 10
0.000017, 0.000688, 10
0.000084, 0.006668, 10
0.000249, 0.016470, 10
0.000486, 0.023717, 10
0.000809, 0.032281, 10
0.001230, 0.042163, 10
0.001764, 0.053363, 10
0.002423, 0.065881, 10
0.003220, 0.079717, 10
0.004169, 0.094870, 10
0.005282, 0.111342, 10
0.006573, 0.129132, 10
0.008056, 0.148240, 10
0.009742, 0.168667, 10
0.011647, 0.190413, 10
0.013775, 0.212819, 10
0.016127, 0.235227, 10
0.018703, 0.257636, 10
0.021504, 0.280048, 10
0.024528, 0.302461, 10
0.027777, 0.324876, 10
0.031250, 0.347294, 10
0.034947, 0.369714, 10
0.038869, 0.392137, 10
0.043014, 0.414563, 10
0.047384, 0.436992, 10
0.051978, 0.459424, 10
0.056797, 0.481860, 10
0.061840, 0.504299, 10
0.067107, 0.526742, 10
0.072599, 0.549189, 10
0.078316, 0.571640, 10
0.084257, 0.594096, 10
0.090422, 0.616556, 10
0.096813, 0.639021, 10
0.103427, 0.661491, 10
0.110267, 0.683966, 10
0.117332, 0.706446, 10
0.124621, 0.728932, 10
0.132135, 0.751424, 10
0.139874, 0.773921, 10
0.147839, 0.796425, 10
0.156028, 0.818936, 10
0.164442, 0.841453, 10
0.173082, 0.863977, 10
0.181947, 0.886508, 10
0.191038, 0.909047, 10
0.200354, 0.931593, 10
0.209895, 0.954147, 10
0.219662, 0.976710, 10
0.229655, 0.999280, 10
0.239874, 1.021860, 10
0.250318, 1.044448, 10
0.260989, 1.067045, 10
0.271885, 1.089652, 10
0.283008, 1.112269, 10
0.294357, 1.134896, 10
0.305932, 1.157533, 10
0.317734, 1.180180, 10
0.329762, 1.202839, 10
0.342017, 1.225508, 10
0.354499, 1.248190, 10
0.367208, 1.270883, 10
0.380144, 1.293588, 10
0.393307, 1.316305, 10
0.406697, 1.339035, 10
0.420315, 1.361779, 10
0.434161, 1.384536, 10
0.448234, 1.407306, 10
0.462534, 1.430091, 10
0.477063, 1.452890, 10
0.491820, 1.475704, 10
0.506806, 1.498533, 10
0.522020, 1.521377, 10
0.537462, 1.544238, 10
0.553133, 1.567114, 10
0.569033, 1.590008, 10
0.585162, 1.612918, 10
0.601521, 1.635845, 10
0.618109, 1.658791, 10
0.634926, 1.681754, 10
0.651974, 1.704736, 10
0.669251, 1.727737, 10
0.686759, 1.750758, 10
0.704497, 1.773798, 10
0.722465, 1.796858, 10
0.740664, 1.819938, 10
0.759095, 1.843040, 10
0.777757, 1.866163, 10
0.796650, 1.889308, 10
0.815774, 1.912475, 10
0.835131, 1.935665, 10
0.854720, 1.958878, 10
0.874541, 1.982115, 10
0.894595, 2.005375, 10
0.914881, 2.028660, 10
0.935401, 2.051970, 10
0.956154, 2.075305, 10
0.977141, 2.098666, 10
0.998361, 2.122053, 10
1.019816, 2.145467, 10
1.041505, 2.168908, 10
1.063429, 2.192376, 10
1.085587, 2.215873, 10
1.107981, 2.239398, 10
1.130611, 2.262952, 10
1.153476, 2.286535, 10
1.176578, 2.310148, 10
1.199916, 2.333792, 10
1.223490, 2.357466, 10
1.247302, 2.381172, 10
1.271351, 2.404909, 10
1.295638, 2.428679, 10
1.320163, 2.452481, 10
1.344926, 2.476316, 10
1.369928, 2.500185, 10
1.395169, 2.524087, 10
1.420649, 2.548025, 10
1.446369, 2.571997, 10
1.472329, 2.596004, 10
1.498529, 2.620047, 10
1.524971, 2.644127, 10
1.551653, 2.668243, 10
1.578577, 2.692396, 10
1.605743, 2.716587, 10
1.633151, 2.740816, 10
1.660802, 2.765083, 10
1.688696, 2.789390, 10
1.716833, 2.813735, 10
1.745214, 2.838120, 10
1.773840, 2.862546, 10
1.802710, 2.887011, 10
1.831825, 2.911518, 10
1.861186, 2.936066, 10
1.890792, 2.960656, 10
1.920645, 2.985288, 10
1.950745, 3.009962, 10
1.981092, 3.034680, 10
2.011686, 3.059441, 10
2.042529, 3.084245, 10
2.073619, 3.109093, 10
2.104959, 3.133986, 10
2.136549, 3.158923, 10
2.168388, 3.183906, 10
2.200477, 3.208933, 10
2.232817, 3.234007, 10
2.265408, 3.259127, 10
2.298251, 3.284293, 10
2.331346, 3.309505, 10
2.364694, 3.334765, 10
2.398295, 3.360072, 10
2.432149, 3.385427, 10
2.466257, 3.410829, 10
2.500620, 3.436280, 10
2.535238, 3.461779, 10
2.570111, 3.487327, 10
2.605240, 3.512923, 10
2.640626, 3.538569, 10
2.676269, 3.564265, 10
2.712169, 3.590010, 10
2.748327, 3.615805, 10
2.784743, 3.641650, 10
2.821419, 3.667545, 10
2.858354, 3.693491, 10
2.895548, 3.719488, 10
2.933004, 3.745536, 10
2.970720, 3.771635, 10
3.008698, 3.797786, 10
3.046938, 3.823988, 10
