0.000002, 0.000500, 10
0.000003, 0.000038, 10
0.000004, 0.000085, 10
0.000005, 0.000151, 10
0.000006, 0.000066, 10
0.000092, 0.008656, 10
0.000210, 0.011782, 10
0.000364, 0.015389, 10
0.000559, 0.019477, 10
0.000799, 0.024046, 10
0.001090, 0.029095, 10
0.001437, 0.034626, 10
0.001843, 0.040638, 10
0.002314, 0.047130, 10
0.002855, 0.054103, 10
0.003471, 0.061558, 10
0.004166, 0.069493, 10
0.004945, 0.077910, 10
0.005813, 0.086807, 10
0.006775, 0.096186, 10
0.007835, 0.106046, 10
0.008999, 0.116386, 10
0.010271, 0.127208, 10
0.011656, 0.138512, 10
0.013159, 0.150296, 10
0.014785, 0.162562, 10
0.016538, 0.175308, 10
0.018423, 0.188537, 10
0.020446, 0.202246, 10
0.022610, 0.216437, 10
0.024921, 0.231110, 10
0.027384, 0.246264, 10
0.030003, 0.261900, 10
0.032783, 0.278018, 10
0.035729, 0.294617, 10
0.038844, 0.311457, 10
0.042127, 0.328299, 10
0.045578, 0.345141, 10
0.049198, 0.361985, 10
0.052986, 0.378830, 10
0.056943, 0.395675, 10
0.061068, 0.412522, 10
0.065362, 0.429370, 10
0.069824, 0.446219, 10
0.074455, 0.463070, 10
0.079254, 0.479922, 10
0.084222, 0.496775, 10
0.089358, 0.513630, 10
0.094663, 0.530486, 10
0.100137, 0.547343, 10
0.105779, 0.564203, 10
0.111589, 0.581064, 10
0.117569, 0.597926, 10
0.123716, 0.614791, 10
0.130033, 0.631657, 10
0.136518, 0.648525, 10
0.143172, 0.665395, 10
0.149995, 0.682267, 10
0.156986, 0.699141, 10
0.164146, 0.716017, 10
0.171475, 0.732895, 10
0.178973, 0.749775, 10
0.186640, 0.766657, 10
0.194475, 0.783541, 10
0.202479, 0.800428, 10
0.210653, 0.817317, 10
0.218995, 0.834209, 10
0.227506, 0.851103, 10
0.236186, 0.868000, 10
0.245035, 0.884899, 10
0.254053, 0.901800, 10
0.263240, 0.918705, 10
0.272596, 0.935612, 10
0.282121, 0.952521, 10
0.291815, 0.969434, 10
0.301679, 0.986349, 10
0.311712, 1.003268, 10
0.321913, 1.020189, 10
0.332285, 1.037113, 10
0.342825, 1.054040, 10
0.353535, 1.070971, 10
0.364414, 1.087904, 10
0.375462, 1.104841, 10
0.386680, 1.121781, 10
0.398067, 1.138725, 10
0.409624, 1.155671, 10
0.421350, 1.172622, 10
0.433246, 1.189575, 10
0.445311, 1.206533, 10
0.457546, 1.223493, 10
0.469951, 1.240458, 10
0.482525, 1.257426, 10
0.495269, 1.274398, 10
0.508183, 1.291373, 10
0.521266, 1.308353, 10
0.534520, 1.325336, 10
0.547943, 1.342323, 10
0.561536, 1.359315, 10
0.575299, 1.376310, 10
0.589232, 1.393309, 10
0.603335, 1.410313, 10
0.617608, 1.427321, 10
0.632052, 1.444333, 10
